name,url,abbr,source,,,
"Department for Science, Innovation and Technology",https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology,DSIT,uk:authorities
Department for Transport,https://www.gov.uk/government/organisations/department-for-transport,DfT,uk:authorities
Department for Work and Pensions,https://www.gov.uk/government/organisations/department-for-work-pensions,DWP,uk:authorities
Department of Health and Social Care,https://www.gov.uk/government/organisations/department-of-health-and-social-care,DHSC,uk:authorities
DfT Operator Limited,https://www.gov.uk/government/organisations/dft-operator-limited,DFTO,uk:authorities
Disability Unit,https://www.gov.uk/government/organisations/disability-unit,,uk:authorities
Disabled Persons Transport Advisory Committee,https://www.gov.uk/government/organisations/disabled-persons-transport-advisory-committee,DPTAC,uk:authorities
Disclosure and Barring Service,https://www.gov.uk/government/organisations/disclosure-and-barring-service,DBS,uk:authorities
District Valuer Services,https://www.gov.uk/government/organisations/district-valuer-services-dvs,DVS,uk:authorities
Driver and Vehicle Licensing Agency,https://www.gov.uk/government/organisations/driver-and-vehicle-licensing-agency,DVLA,uk:authorities
Driver and Vehicle Standards Agency,https://www.gov.uk/government/organisations/driver-and-vehicle-standards-agency,DVSA,uk:authorities
Employment Agency Standards Inspectorate,https://www.gov.uk/government/organisations/employment-agency-standards-inspectorate,EAS,uk:authorities
Employment Appeal Tribunal,https://www.gov.uk/government/organisations/employment-appeal-tribunal,,uk:authorities
Employment Tribunal,https://www.gov.uk/government/organisations/employment-tribunal,,uk:authorities
Environment Agency,https://www.gov.uk/government/organisations/environment-agency,EA,uk:authorities
Evaluation Task Force,https://www.gov.uk/government/organisations/evaluation-task-force,ETF,uk:authorities
Export Control Joint Unit,https://www.gov.uk/government/organisations/export-control-joint-unit,ECJU,uk:authorities
Export Guarantees Advisory Council,https://www.gov.uk/government/organisations/export-guarantees-advisory-council,EGAC,uk:authorities
Family Division of the High Court,https://www.gov.uk/government/organisations/family-division-of-the-high-court,,uk:authorities
Family Procedure Rule Committee,https://www.gov.uk/government/organisations/family-procedure-rule-committee,FPRC,uk:authorities
First-tier Tribunal (Asylum Support),https://www.gov.uk/government/organisations/first-tier-tribunal-asylum-support,,uk:authorities
First-tier Tribunal (Care Standards),https://www.gov.uk/government/organisations/first-tier-tribunal-care-standards,,uk:authorities
First-tier Tribunal (Criminal Injuries Compensation),https://www.gov.uk/government/organisations/first-tier-tribunal-criminal-injuries-compensation,,uk:authorities
First-tier Tribunal (General Regulatory Chamber),https://www.gov.uk/government/organisations/first-tier-tribunal-general-regulatory-chamber,,uk:authorities
First-tier Tribunal (Immigration and Asylum),https://www.gov.uk/government/organisations/first-tier-tribunal-immigration-and-asylum,,uk:authorities
First-tier Tribunal (Mental Health),https://www.gov.uk/government/organisations/first-tier-tribunal-mental-health,,uk:authorities
First-tier Tribunal (Property Chamber),https://www.gov.uk/government/organisations/first-tier-tribunal-property-chamber,,uk:authorities
First-tier Tribunal (Social Security and Child Support),https://www.gov.uk/government/organisations/first-tier-tribunal-social-security-and-child-support,,uk:authorities
First-tier Tribunal (Special Educational Needs and Disability),https://www.gov.uk/government/organisations/first-tier-tribunal-special-educational-needs-and-disability,,uk:authorities
First-tier Tribunal (Tax),https://www.gov.uk/government/organisations/first-tier-tribunal-tax,,uk:authorities
First-tier Tribunal (War Pensions and Armed Forces Compensation),https://www.gov.uk/government/organisations/first-tier-tribunal-war-pensions-and-armed-forces-compensation,,uk:authorities
Flood and Coastal Erosion Risk Management Research and Development Programme,https://www.gov.uk/government/organisations/flood-and-coastal-erosion-risk-management-research-and-development-programme,FCERM R&D Programme,uk:authorities
Flood Forecasting Centre,https://www.gov.uk/government/organisations/flood-forecasting-centre,FFC,uk:authorities
"Foreign, Commonwealth & Development Office",https://www.gov.uk/government/organisations/foreign-commonwealth-development-office,FCDO,uk:authorities
Forensic Science Regulator,https://www.gov.uk/government/organisations/forensic-science-regulator,FSR,uk:authorities
Forestry Commission,https://www.gov.uk/government/organisations/forestry-commission,Forestry Commission,uk:authorities
Further Education Commissioner,https://www.gov.uk/government/organisations/further-education-commissioner,,uk:authorities
Gangmasters Licensing Appeals,https://www.gov.uk/government/organisations/gangmasters-licensing-appeals,,uk:authorities
Gov Facility Services Limited,https://www.gov.uk/government/organisations/gov-facility-services-limited,GFSL,uk:authorities
Government Actuary's Department,https://www.gov.uk/government/organisations/government-actuarys-department,GAD,uk:authorities
Government Analysis Function,https://www.gov.uk/government/organisations/government-analysis-function,,uk:authorities
Government Chemist,https://www.gov.uk/government/organisations/government-chemist,Government Chemist,uk:authorities
Government Commercial Function,https://www.gov.uk/government/organisations/government-commercial-function,GCF,uk:authorities
Government Communication Service,https://www.gov.uk/government/organisations/civil-service-government-communication-service,GCS,uk:authorities
Government Corporate Finance Profession,https://www.gov.uk/government/organisations/civil-service-corporate-finance-profession-cfp,GCFP,uk:authorities
Government Data Quality Hub,https://www.gov.uk/government/organisations/government-data-quality-hub,DQHub,uk:authorities
Government Debt Management Function,https://www.gov.uk/government/organisations/government-debt-management-function,GDMF,uk:authorities
Government Digital Service,https://www.gov.uk/government/organisations/government-digital-service,GDS,uk:authorities
Government Economic Service,https://www.gov.uk/government/organisations/civil-service-government-economic-service,GES,uk:authorities
Government Estates Management,https://www.gov.uk/government/organisations/government-estates-management,GEM,uk:authorities
Government Finance Function,https://www.gov.uk/government/organisations/government-finance-function,GFF,uk:authorities
Government Geography Profession,https://www.gov.uk/government/organisations/government-geography-profession,,uk:authorities
Government Internal Audit Agency,https://www.gov.uk/government/organisations/government-internal-audit-agency,GIAA,uk:authorities
Government Knowledge & Information Management Profession,https://www.gov.uk/government/organisations/civil-service-government-knowledge-information-management-profession,,uk:authorities
Government Legal Department,https://www.gov.uk/government/organisations/government-legal-department,GLD,uk:authorities
Government Legal Profession,https://www.gov.uk/government/organisations/civil-service-government-legal-profession,GLP,uk:authorities
Government Occupational Psychology Profession,https://www.gov.uk/government/organisations/civil-service-government-occupational-psychology-profession,,uk:authorities
Government Office for Science,https://www.gov.uk/government/organisations/government-office-for-science,GO-Science,uk:authorities
Government Office for Technology Transfer,https://www.gov.uk/government/organisations/government-office-for-technology-transfer,GOTT,uk:authorities
Government Operational Research Service,https://www.gov.uk/government/organisations/civil-service-government-operational-research-service,GORS,uk:authorities
Government People Function,https://www.gov.uk/government/organisations/government-people-function,GPF,uk:authorities
Government People Group,https://www.gov.uk/government/organisations/government-people-group,GPG,uk:authorities
Government Planning Inspectors,https://www.gov.uk/government/organisations/civil-service-government-planning-inspectors,,uk:authorities
Government Planning Profession,https://www.gov.uk/government/organisations/civil-service-the-government-planning-profession,,uk:authorities
Government Property Agency,https://www.gov.uk/government/organisations/government-property-agency,GPA,uk:authorities
Government Property Function,https://www.gov.uk/government/organisations/government-property-function,GPF,uk:authorities
Government Recruitment Service,https://www.gov.uk/government/organisations/government-recruitment-service,GRS,uk:authorities
Government Science & Engineering Profession,https://www.gov.uk/government/organisations/civil-service-government-science-engineering,GSE Profession,uk:authorities
Government Security Profession,https://www.gov.uk/government/organisations/government-security-profession,,uk:authorities
Government Skills,https://www.gov.uk/government/organisations/government-skills,,uk:authorities
Government Social Research Profession,https://www.gov.uk/government/organisations/civil-service-government-social-research-profession,,uk:authorities
Government Tax Profession,https://www.gov.uk/government/organisations/civil-service-government-tax-profession,,uk:authorities
Government Veterinary Services,https://www.gov.uk/government/organisations/civil-service-government-veterinary-services,,uk:authorities
Great British Energy – Nuclear,https://www.gov.uk/government/organisations/great-british-energy-nuclear,GBE-N,uk:authorities
Groceries Code Adjudicator,https://www.gov.uk/government/organisations/groceries-code-adjudicator,GCA,uk:authorities
Health Equity in Health Protection Initiative,https://www.gov.uk/government/organisations/health-equity-in-health-protection-initiative,HEHPI,uk:authorities
High Speed Two (HS2) Limited,https://www.gov.uk/government/organisations/high-speed-two-limited,HS2 Ltd,uk:authorities
HM Courts & Tribunals Service,https://www.gov.uk/government/organisations/hm-courts-and-tribunals-service,HMCTS,uk:authorities
HM Land Registry,https://www.gov.uk/government/organisations/land-registry,HM Land Registry,uk:authorities
HM Nautical Almanac Office,https://www.gov.uk/government/organisations/hm-nautical-almanac-office,HMNAO,uk:authorities
HM Passport Office,https://www.gov.uk/government/organisations/hm-passport-office,HM Passport Office,uk:authorities
HM Prison and Probation Service,https://www.gov.uk/government/organisations/hm-prison-and-probation-service,HMPPS,uk:authorities
HM Prison Service,https://www.gov.uk/government/organisations/hm-prison-service,HMPS,uk:authorities
HM Revenue & Customs,https://www.gov.uk/government/organisations/hm-revenue-customs,HMRC,uk:authorities
HM Treasury,https://www.gov.uk/government/organisations/hm-treasury,HMT,uk:authorities
Home Office,https://www.gov.uk/government/organisations/home-office,Home Office,uk:authorities
Homes England,https://www.gov.uk/government/organisations/homes-england,Homes England,uk:authorities
Immigration Advice Authority,https://www.gov.uk/government/organisations/immigration-advice-authority,IAA,uk:authorities
Immigration Enforcement,https://www.gov.uk/government/organisations/immigration-enforcement,,uk:authorities
Independent Adviser on Ministerial Standards,https://www.gov.uk/government/organisations/independent-adviser-on-ministers-interests,IAMS,uk:authorities
Independent Agricultural Appeals Panel,https://www.gov.uk/government/organisations/independent-agricultural-appeals-panel,IAAP,uk:authorities
Independent Case Examiner,https://www.gov.uk/government/organisations/independent-case-examiner,ICE,uk:authorities
Independent Chief Inspector of Borders and Immigration,https://www.gov.uk/government/organisations/independent-chief-inspector-of-borders-and-immigration,ICIBI,uk:authorities
Independent Dormant Assets Commission,https://www.gov.uk/government/organisations/dormant-assets-commission,,uk:authorities
Independent Family Returns Panel,https://www.gov.uk/government/organisations/independent-family-returns-panel,IFRP,uk:authorities
Independent Medical Expert Group,https://www.gov.uk/government/organisations/independent-medical-expert-group,IMEG,uk:authorities
Independent Reconfiguration Panel,https://www.gov.uk/government/organisations/independent-reconfiguration-panel,IRP,uk:authorities
Independent Review Mechanism,https://www.gov.uk/government/organisations/independent-review-mechanism,IRM,uk:authorities
Independent Water Commission,https://www.gov.uk/government/organisations/independent-water-commission,,uk:authorities
Industrial Development Advisory Board,https://www.gov.uk/government/organisations/industrial-development-advisory-board,IDAB,uk:authorities
Industrial Injuries Advisory Council,https://www.gov.uk/government/organisations/industrial-injuries-advisory-council,IIAC,uk:authorities
Industrial Strategy Advisory Council,https://www.gov.uk/government/organisations/industrial-strategy-advisory-council,ISAC,uk:authorities
Insolvency List,https://www.gov.uk/government/organisations/insolvency-list,,uk:authorities
Insolvency Rules Committee,https://www.gov.uk/government/organisations/insolvency-rules-committee,IRC,uk:authorities
Intellectual Property Enterprise Court,https://www.gov.uk/government/organisations/intellectual-property-enterprise-court,,uk:authorities
Intellectual Property Office,https://www.gov.uk/government/organisations/intellectual-property-office,IPO,uk:authorities
Intelligence Analysis,https://www.gov.uk/government/organisations/civil-service-intelligence-analysis-profession,,uk:authorities
Internal Audit Profession,https://www.gov.uk/government/organisations/civil-service-internal-audit-profession,,uk:authorities
jHub Defence Innovation,https://www.gov.uk/government/organisations/jhub-defence-innovation,,uk:authorities
Judicial Appointments and Conduct Ombudsman,https://www.gov.uk/government/organisations/judicial-appointments-and-conduct-ombudsman,JACO,uk:authorities
King's Bench Division of the High Court,https://www.gov.uk/government/organisations/kings-bench-division-of-the-high-court,,uk:authorities
King's Harbour Master,https://www.gov.uk/government/organisations/queens-harbour-master,KHM,uk:authorities
King's Harbour Master,https://www.gov.uk/government/organisations/kings-harbour-master,KHM,uk:authorities
Lammy Review,https://www.gov.uk/government/organisations/lammy-review,,uk:authorities
Land Registration Rule Committee,https://www.gov.uk/government/organisations/land-registration-rule-committee,LRRC,uk:authorities
Leadership College for Government,https://www.gov.uk/government/organisations/leadership-college-for-government,LCG,uk:authorities
Legal Aid Agency,https://www.gov.uk/government/organisations/legal-aid-agency,LAA,uk:authorities
LGBT Veterans Independent Review,https://www.gov.uk/government/organisations/lgbt-veterans-independent-review,,uk:authorities
Life Sciences Organisation,https://www.gov.uk/government/organisations/life-sciences-organisation,LSO,uk:authorities
Low Pay Commission,https://www.gov.uk/government/organisations/low-pay-commission,LPC,uk:authorities
Marine Accident Investigation Branch,https://www.gov.uk/government/organisations/marine-accident-investigation-branch,MAIB,uk:authorities
Marine Management Organisation,https://www.gov.uk/government/organisations/marine-management-organisation,MMO,uk:authorities
Maritime and Coastguard Agency,https://www.gov.uk/government/organisations/maritime-and-coastguard-agency,MCA,uk:authorities
Medical Profession,https://www.gov.uk/government/organisations/civil-service-medical-profession,,uk:authorities
Medicines and Healthcare products Regulatory Agency,https://www.gov.uk/government/organisations/medicines-and-healthcare-products-regulatory-agency,MHRA,uk:authorities
Migration Advisory Committee,https://www.gov.uk/government/organisations/migration-advisory-committee,MAC,uk:authorities
Military Aviation Authority,https://www.gov.uk/government/organisations/military-aviation-authority,MAA,uk:authorities
Mining Remediation Authority,https://www.gov.uk/government/organisations/mining-remediation-authority,,uk:authorities
Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence,MOD,uk:authorities
"Ministry of Housing, Communities and Local Government",https://www.gov.uk/government/organisations/ministry-of-housing-communities-local-government,MHCLG,uk:authorities
Ministry of Justice,https://www.gov.uk/government/organisations/ministry-of-justice,MOJ,uk:authorities
Modernisation and Reform,https://www.gov.uk/government/organisations/modernisation-and-reform,,uk:authorities
National Crime Agency Remuneration Review Body,https://www.gov.uk/government/organisations/national-crime-agency-remuneration-review-body,NCARRB,uk:authorities
National Cyber Force,https://www.gov.uk/government/organisations/national-cyber-force,NCF,uk:authorities
National Data Guardian,https://www.gov.uk/government/organisations/national-data-guardian,NDG,uk:authorities
National Infrastructure and Service Transformation Authority,https://www.gov.uk/government/organisations/national-infrastructure-and-service-transformation-authority,NISTA,uk:authorities
National Security and Intelligence,https://www.gov.uk/government/organisations/national-security,,uk:authorities
National Space Operations Centre,https://www.gov.uk/government/organisations/national-space-operations-centre,NSpOC,uk:authorities
National Wealth Fund,https://www.gov.uk/government/organisations/national-wealth-fund,NWF,uk:authorities
Natural England,https://www.gov.uk/government/organisations/natural-england,Natural England,uk:authorities
NHS Pay Review Body,https://www.gov.uk/government/organisations/nhs-pay-review-body,NHSPRB,uk:authorities
Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office,NIO,uk:authorities
Nuclear Decommissioning Authority,https://www.gov.uk/government/organisations/nuclear-decommissioning-authority,NDA,uk:authorities
Nuclear Liabilities Financing Assurance Board,https://www.gov.uk/government/organisations/nuclear-liabilities-financing-assurance-board,NLFAB,uk:authorities
Nuclear Research Advisory Council,https://www.gov.uk/government/organisations/nuclear-research-advisory-council,NRAC,uk:authorities
Nuclear Restoration Services,https://www.gov.uk/government/organisations/nuclear-restoration-services,NRS,uk:authorities
Nuclear Waste Services,https://www.gov.uk/government/organisations/nuclear-waste-services,,uk:authorities
Office for Digital Identities and Attributes,https://www.gov.uk/government/organisations/office-for-digital-identities-and-attributes,OfDIA,uk:authorities
Office for Equality and Opportunity,https://www.gov.uk/government/organisations/office-for-equality-and-opportunity,OEO,uk:authorities
Office for Health Improvement and Disparities,https://www.gov.uk/government/organisations/office-for-health-improvement-and-disparities,OHID,uk:authorities
Office for Investment,https://www.gov.uk/government/organisations/office-for-investment,,uk:authorities
Office for Investment: Financial Services,https://www.gov.uk/government/organisations/office-for-investment-financial-services,OfI:FS,uk:authorities
Office for Life Sciences,https://www.gov.uk/government/organisations/office-for-life-sciences,OLS,uk:authorities
Office for Product Safety and Standards,https://www.gov.uk/government/organisations/office-for-product-safety-and-standards,,uk:authorities
Office for the Independent Examiner of Complaints,https://www.gov.uk/government/organisations/office-for-the-independent-examiner-of-complaints,OIEC,uk:authorities
Office for the Internal Market,https://www.gov.uk/government/organisations/office-for-the-internal-market,OIM,uk:authorities
Office for the Pay Review Bodies,https://www.gov.uk/government/organisations/office-for-the-pay-review-bodies,OPRB,uk:authorities
Office for Veterans' Affairs,https://www.gov.uk/government/organisations/office-for-veterans-affairs,OVA,uk:authorities
Office for Zero Emission Vehicles,https://www.gov.uk/government/organisations/office-for-zero-emission-vehicles,OZEV,uk:authorities
Office of Financial Sanctions Implementation,https://www.gov.uk/government/organisations/office-of-financial-sanctions-implementation,OFSI,uk:authorities
Office of the Advocate General for Scotland,https://www.gov.uk/government/organisations/office-of-the-advocate-general-for-scotland,OAG,uk:authorities
Office of the Leader of the House of Commons,https://www.gov.uk/government/organisations/the-office-of-the-leader-of-the-house-of-commons,OLHC,uk:authorities
Office of the Leader of the House of Lords,https://www.gov.uk/government/organisations/office-of-the-leader-of-the-house-of-lords,OLHL,uk:authorities
Office of the Parliamentary Counsel,https://www.gov.uk/government/organisations/office-of-the-parliamentary-counsel,OPC,uk:authorities
Office of the Public Guardian,https://www.gov.uk/government/organisations/office-of-the-public-guardian,OPG,uk:authorities
Office of the Regulator of Community Interest Companies,https://www.gov.uk/government/organisations/office-of-the-regulator-of-community-interest-companies,CIC Regulator,uk:authorities
Office of the Schools Adjudicator,https://www.gov.uk/government/organisations/office-of-the-schools-adjudicator,OSA,uk:authorities
Office of Trade Sanctions Implementation,https://www.gov.uk/government/organisations/office-of-trade-sanctions-implementation,OTSI,uk:authorities
Official Solicitor and Public Trustee,https://www.gov.uk/government/organisations/official-solicitor-and-public-trustee,OSPT,uk:authorities
Offshore Petroleum Regulator for Environment and Decommissioning,https://www.gov.uk/government/organisations/offshore-petroleum-regulator-for-environment-and-decommissioning,OPRED,uk:authorities
Ofqual,https://www.gov.uk/government/organisations/ofqual,Ofqual,uk:authorities
Ofsted,https://www.gov.uk/government/organisations/ofsted,Ofsted,uk:authorities
Online Procedure Rule Committee,https://www.gov.uk/government/organisations/online-procedure-rule-committee,OPRC,uk:authorities
Open Innovation Team,https://www.gov.uk/government/organisations/open-innovation-team,OIT,uk:authorities
Open Public Services,https://www.gov.uk/government/organisations/open-public-services,OPS,uk:authorities
Operational Delivery Profession,https://www.gov.uk/government/organisations/civil-service-operational-delivery-profession,,uk:authorities
PackUK,https://www.gov.uk/government/organisations/packuk,,uk:authorities
Parole Board,https://www.gov.uk/government/organisations/parole-board,Parole Board,uk:authorities
Patents Court,https://www.gov.uk/government/organisations/patents-court,,uk:authorities
Planning Court,https://www.gov.uk/government/organisations/planning-court,,uk:authorities
Planning Inspectorate,https://www.gov.uk/government/organisations/planning-inspectorate,,uk:authorities
Plant Varieties and Seeds Tribunal,https://www.gov.uk/government/organisations/plant-varieties-and-seeds-tribunal,PVST,uk:authorities
Police Advisory Board for England and Wales,https://www.gov.uk/government/organisations/police-advisory-board-for-england-and-wales,PAB,uk:authorities
Police Discipline Appeals Tribunal,https://www.gov.uk/government/organisations/police-discipline-appeals-tribunal,Police Discipline,uk:authorities
Police Remuneration Review Body,https://www.gov.uk/government/organisations/police-remuneration-review-body,PRRB,uk:authorities
Policy Profession,https://www.gov.uk/government/organisations/civil-service-policy-profession,,uk:authorities
Preventing Sexual Violence in Conflict Initiative,https://www.gov.uk/government/organisations/preventing-sexual-violence-in-conflict-initiative,PSVI,uk:authorities
"Prime Minister's Office, 10 Downing Street",https://www.gov.uk/government/organisations/prime-ministers-office-10-downing-street,Number 10,uk:authorities
Prison Service Pay Review Body,https://www.gov.uk/government/organisations/prison-services-pay-review-body,PSPRB,uk:authorities
Probation Service,https://www.gov.uk/government/organisations/probation-service,,uk:authorities
Public Sector Fraud Authority,https://www.gov.uk/government/organisations/public-sector-fraud-authority,PSFA,uk:authorities
Race Equality Unit,https://www.gov.uk/government/organisations/race-equality-unit,REU,uk:authorities
Rail Accident Investigation Branch,https://www.gov.uk/government/organisations/rail-accident-investigation-branch,RAIB,uk:authorities
Reclaim Fund Ltd,https://www.gov.uk/government/organisations/reclaim-fund-ltd,RFL,uk:authorities
Regional Department for Education (DfE) Directors,https://www.gov.uk/government/organisations/regional-department-for-education-dfe-directors,,uk:authorities
Regulator of Social Housing,https://www.gov.uk/government/organisations/regulator-of-social-housing,RSH,uk:authorities
Regulatory Innovation Office,https://www.gov.uk/government/organisations/regulatory-innovation-office,RIO,uk:authorities
Regulatory Policy Committee,https://www.gov.uk/government/organisations/regulatory-policy-committee,RPC,uk:authorities
Research Collaboration Advice Team,https://www.gov.uk/government/organisations/research-collaboration-advice-team,RCAT,uk:authorities
Reserve Forces' and Cadets' Associations (RFCA),https://www.gov.uk/government/organisations/reserve-forces-and-cadets-associations,,uk:authorities
Reserve Forces Appeal Tribunal,https://www.gov.uk/government/organisations/reserve-forces-appeal-tribunal,,uk:authorities
Review Body on Doctors' and Dentists' Remuneration,https://www.gov.uk/government/organisations/review-body-on-doctors-and-dentists-remuneration,DDRB,uk:authorities
Royal Mint Advisory Committee,https://www.gov.uk/government/organisations/royal-mint-advisory-committee,RMAC,uk:authorities
Rural Payments Agency,https://www.gov.uk/government/organisations/rural-payments-agency,RPA,uk:authorities
School Teachers' Review Body,https://www.gov.uk/government/organisations/school-teachers-review-body,STRB,uk:authorities
Science and Technology Ethics Advisory Committee,https://www.gov.uk/government/organisations/science-and-technology-ethics-advisory-committee,STEAC,uk:authorities
Scientific Advisory Committee on the Medical Implications of Less-Lethal Weapons,https://www.gov.uk/government/organisations/science-advisory-committee-on-the-medical-implications-of-less-lethal-weapons,SACMILL,uk:authorities
Scientific Advisory Group for Emergencies,https://www.gov.uk/government/organisations/scientific-advisory-group-for-emergencies,SAGE,uk:authorities
Scotland Office,https://www.gov.uk/government/organisations/scotland-office,,uk:authorities
Security Industry Authority,https://www.gov.uk/government/organisations/security-industry-authority,SIA,uk:authorities
Security Vetting Appeals Panel,https://www.gov.uk/government/organisations/security-vetting-appeals-panel,SVAP,uk:authorities
Sellafield Ltd,https://www.gov.uk/government/organisations/sellafield-ltd,,uk:authorities
Senior Courts Costs Office,https://www.gov.uk/government/organisations/senior-courts-costs-office,,uk:authorities
Senior Salaries Review Body,https://www.gov.uk/government/organisations/review-body-on-senior-salaries,SSRB,uk:authorities
Serious Fraud Office,https://www.gov.uk/government/organisations/serious-fraud-office,SFO,uk:authorities
Skills England,https://www.gov.uk/government/organisations/skills-england,,uk:authorities
Small Business Commissioner,https://www.gov.uk/government/organisations/small-business-commissioner,SBC,uk:authorities
Social Security Advisory Committee,https://www.gov.uk/government/organisations/social-security-advisory-committee,SSAC,uk:authorities
Standards and Testing Agency,https://www.gov.uk/government/organisations/standards-and-testing-agency,STA,uk:authorities
Student Loans Company,https://www.gov.uk/government/organisations/student-loans-company,SLC,uk:authorities
Submarine Delivery Agency,https://www.gov.uk/government/organisations/submarine-delivery-agency,SDA,uk:authorities
Subsidy Advice Unit,https://www.gov.uk/government/organisations/subsidy-advice-unit,SAU,uk:authorities
Teaching Regulation Agency,https://www.gov.uk/government/organisations/teaching-regulation-agency,TRA,uk:authorities
Technical Advisory Board,https://www.gov.uk/government/organisations/technical-advisory-board,TAB,uk:authorities
Technology and Construction Court,https://www.gov.uk/government/organisations/technology-and-construction-court,,uk:authorities
The Adjudicator’s Office,https://www.gov.uk/government/organisations/the-adjudicator-s-office,,uk:authorities
The Business and Property Courts,https://www.gov.uk/government/organisations/the-business-and-property-courts,,uk:authorities
The Business List,https://www.gov.uk/government/organisations/the-business-list,,uk:authorities
The Charity Commission,https://www.gov.uk/government/organisations/charity-commission,,uk:authorities
The Competition List,https://www.gov.uk/government/organisations/the-competition-list,,uk:authorities
The Financial List,https://www.gov.uk/government/organisations/the-financial-list,,uk:authorities
The Insolvency Service,https://www.gov.uk/government/organisations/insolvency-service,,uk:authorities
The Intellectual Property List,https://www.gov.uk/government/organisations/the-intellectual-property-list,,uk:authorities
The Oil and Pipelines Agency,https://www.gov.uk/government/organisations/oil-and-pipelines-agency,OPA,uk:authorities
"The Property, Trusts and Probate List",https://www.gov.uk/government/organisations/the-property-trusts-and-probate-list,,uk:authorities
The Queen Elizabeth Memorial Committee,https://www.gov.uk/government/organisations/the-queen-elizabeth-memorial-committee,QEMC,uk:authorities
The Revenue List,https://www.gov.uk/government/organisations/the-revenue-list,,uk:authorities
Trade and Agriculture Commission,https://www.gov.uk/government/organisations/trade-and-agriculture-commission,TAC,uk:authorities
Trade Remedies Authority,https://www.gov.uk/government/organisations/trade-remedies-authority,,uk:authorities
Traffic Commissioners for Great Britain,https://www.gov.uk/government/organisations/traffic-commissioners,The Traffic Commissioners for Great Britain,uk:authorities
Tribunal Procedure Committee,https://www.gov.uk/government/organisations/tribunal-procedure-committee,TPC,uk:authorities
UK Atomic Energy Authority,https://www.gov.uk/government/organisations/uk-atomic-energy-authority,UKAEA,uk:authorities
UK Commission on Covid Commemoration,https://www.gov.uk/government/organisations/uk-commission-on-covid-commemoration,,uk:authorities
UK Council for Internet Safety,https://www.gov.uk/government/organisations/uk-council-for-internet-safety,UKCIS,uk:authorities
UK Defence and Security Exports,https://www.gov.uk/government/organisations/uk-defence-and-security-exports,UKDSE,uk:authorities
UK Export Finance,https://www.gov.uk/government/organisations/uk-export-finance,UKEF,uk:authorities
UK Health Security Agency,https://www.gov.uk/government/organisations/uk-health-security-agency,UKHSA,uk:authorities
UK Holocaust Memorial Foundation,https://www.gov.uk/government/organisations/uk-holocaust-memorial-foundation,UKHMF,uk:authorities
UK Hydrographic Office,https://www.gov.uk/government/organisations/uk-hydrographic-office,UKHO,uk:authorities
UK Industrial Fusion Solutions,https://www.gov.uk/government/organisations/uk-industrial-fusion-solutions,UKIFS,uk:authorities
UK Infrastructure Bank,https://www.gov.uk/government/organisations/uk-infrastructure-bank,,uk:authorities
UK Integrated Security Fund,https://www.gov.uk/government/organisations/uk-integrated-security-fund,UKISF,uk:authorities
UK National Contact Point,https://www.gov.uk/government/organisations/uk-national-contact-point,UK NCP,uk:authorities
UK National Screening Committee,https://www.gov.uk/government/organisations/uk-national-screening-committee,UK NSC,uk:authorities
UK Resilience Academy,https://www.gov.uk/government/organisations/uk-resilience-academy,UKRA,uk:authorities
UK Space Agency,https://www.gov.uk/government/organisations/uk-space-agency,,uk:authorities
UK Visas and Immigration,https://www.gov.uk/government/organisations/uk-visas-and-immigration,UKVI,uk:authorities
United Kingdom Reserve Forces Association,https://www.gov.uk/government/organisations/united-kingdom-reserve-forces-association,UKRFA,uk:authorities
United Kingdom Security Vetting,https://www.gov.uk/government/organisations/united-kingdom-security-vetting,UKSV,uk:authorities
Upper Tribunal (Administrative Appeals Chamber),https://www.gov.uk/government/organisations/upper-tribunal-administrative-appeals-chamber,,uk:authorities
Upper Tribunal (Immigration and Asylum Chamber),https://www.gov.uk/government/organisations/upper-tribunal-immigration-and-asylum-chamber,,uk:authorities
Upper Tribunal (Lands Chamber),https://www.gov.uk/government/organisations/upper-tribunal-lands-chamber,,uk:authorities
Upper Tribunal (Tax and Chancery Chamber),https://www.gov.uk/government/organisations/upper-tribunal-tax-and-chancery-chamber,,uk:authorities
Valuation Office Agency,https://www.gov.uk/government/organisations/valuation-office-agency,VOA,uk:authorities
Veterans Advisory and Pensions Committees,https://www.gov.uk/government/organisations/veterans-advisory-and-pensions-committees-x13,VAPC,uk:authorities
Veterans UK,https://www.gov.uk/government/organisations/veterans-uk,,uk:authorities
Veterinary Medicines Directorate,https://www.gov.uk/government/organisations/veterinary-medicines-directorate,VMD,uk:authorities
Veterinary Products Committee,https://www.gov.uk/government/organisations/veterinary-products-committee,VPC,uk:authorities
Wales Office,https://www.gov.uk/government/organisations/wales-office,,uk:authorities
Windrush Commemoration Committee,https://www.gov.uk/government/organisations/windrush-commemoration-committee,,uk:authorities
Women and Equalities Unit,https://www.gov.uk/government/organisations/women-and-equalities-unit,WEU,uk:authorities
Youth Custody Service,https://www.gov.uk/government/organisations/youth-custody-service,YCS,uk:authorities
Youth Justice Board for England and Wales,https://www.gov.uk/government/organisations/youth-justice-board-for-england-and-wales,YJB,uk:authorities
Health Sciences University,https://www.aecc.ac.uk,,uk:edu
All Nations Christian College,https://www.allnations.ac.uk,,uk:edu
